              * /home/aparveen111/esim-workspace/6t_ram/6t_ram.cir
              Transient Analysis  Sat Oct  8 22:21:01  2022
--------------------------------------------------------------------------------
Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	-3.21758e-11	0.000000e+00	1.036674e-18	
1	1.000000e-14	5.965150e-04	-3.14294e-03	9.518557e-04	
2	2.000000e-14	6.096684e-04	-4.11076e-03	1.012992e-03	
3	4.000000e-14	6.614411e-04	-5.83915e-03	1.195732e-03	
4	8.000000e-14	7.293880e-04	-7.62207e-03	1.420736e-03	
5	1.600000e-13	1.146845e-03	-9.77516e-03	2.504535e-03	
6	3.200000e-13	2.099171e-03	-1.30362e-02	5.058985e-03	
7	6.400000e-13	2.435226e-03	-1.42366e-02	6.153144e-03	
8	1.000000e-12	2.194765e-03	-1.38679e-02	6.048680e-03	
9	1.049092e-12	1.331530e-04	-7.75144e-04	-6.68541e-05	
10	1.147276e-12	-3.18932e-05	1.976974e-04	1.849683e-04	
11	1.343645e-12	-6.14509e-05	-1.99774e-04	6.933841e-05	
12	1.736381e-12	-4.65715e-05	7.282830e-05	1.436916e-04	
13	2.521855e-12	-5.43999e-05	-1.53336e-04	7.976898e-05	
14	4.092802e-12	-4.49654e-05	5.516817e-05	1.309823e-04	
15	7.234696e-12	-4.60777e-05	-1.39757e-04	6.891746e-05	
16	1.351848e-11	-3.23976e-05	6.003960e-05	1.036258e-04	
17	2.608606e-11	-2.39327e-05	-1.18698e-04	2.405924e-05	
18	5.122121e-11	-4.95723e-06	8.693914e-05	4.183540e-05	
19	1.014915e-10	-3.11583e-06	-9.42100e-05	-2.56199e-05	
20	1.797260e-10	2.369454e-06	9.421183e-05	2.561315e-05	
21	2.902408e-10	-2.87785e-06	-9.41527e-05	-2.53336e-05	
22	5.112703e-10	2.658261e-06	9.410851e-05	2.538725e-05	
23	9.533294e-10	-2.68621e-06	-9.40874e-05	-2.53631e-05	
24	1.837448e-09	2.686261e-06	9.407647e-05	2.535634e-05	
25	3.605684e-09	-2.68567e-06	-9.40709e-05	-2.53533e-05	
26	7.142157e-09	2.685165e-06	9.406816e-05	2.535185e-05	
27	1.421510e-08	-2.68499e-06	-9.40668e-05	-2.53511e-05	
28	2.836100e-08	2.684800e-06	9.406607e-05	2.535078e-05	
29	5.665278e-08	-2.68480e-06	-9.40657e-05	-2.53506e-05	
30	1.132363e-07	2.684708e-06	9.406554e-05	2.535056e-05	
31	2.264035e-07	-2.68475e-06	-9.40655e-05	-2.53504e-05	
32	4.527378e-07	2.684682e-06	9.406541e-05	2.535049e-05	
33	7.727378e-07	-2.68474e-06	-9.40654e-05	-2.53504e-05	
34	1.000000e-06	2.684669e-06	9.406534e-05	2.535042e-05	
35	1.000000e-06	-1.15045e-03	5.673495e-03	-6.62770e-03	
36	1.000000e-06	-8.49103e-04	3.099848e-03	-5.37944e-03	
37	1.000001e-06	3.647551e-04	-3.05097e-04	1.045436e-03	
38	1.000001e-06	-6.20772e-05	1.451564e-03	-2.52345e-03	
39	1.000001e-06	-2.21262e-05	-4.70529e-04	-3.33563e-04	
40	1.000001e-06	2.316830e-04	-9.16405e-04	-1.99161e-04	
41	1.000001e-06	1.110130e-03	-6.14175e-03	-5.59332e-04	
42	1.000002e-06	1.197563e-03	-9.82312e-03	-6.70222e-04	
43	1.000002e-06	1.160859e-03	-8.86182e-03	-5.17809e-04	
44	1.000002e-06	3.142778e-04	-3.47359e-04	-2.55092e-05	
45	1.000002e-06	5.707651e-05	3.266405e-05	-1.52639e-04	
46	1.000002e-06	2.891445e-06	-2.23661e-05	-1.35213e-04	
47	1.000003e-06	1.403067e-05	1.702397e-05	-1.48518e-04	
48	1.000003e-06	9.429637e-06	-1.61854e-05	-1.36792e-04	
49	1.000005e-06	9.798109e-06	1.543392e-05	-1.47960e-04	
50	1.000007e-06	6.844239e-06	-1.36363e-05	-1.37086e-04	
51	1.000012e-06	2.287484e-06	1.736602e-05	-1.47361e-04	
52	1.000023e-06	-9.04559e-06	-8.91674e-06	-1.34999e-04	
53	1.000044e-06	-4.35303e-05	2.726153e-05	-1.39035e-04	
54	1.000081e-06	-3.91935e-05	-1.06858e-05	-1.11079e-04	

Index   time            v1#branch       v2#branch       v3#branch       
--------------------------------------------------------------------------------
55	1.000119e-06	-7.14691e-05	3.068825e-05	-1.09631e-04	
56	1.000196e-06	-3.54020e-05	-1.24160e-05	-5.50342e-05	
57	1.000274e-06	-6.18165e-05	2.511962e-05	-3.18756e-05	
58	1.000406e-06	-2.02586e-05	-9.85005e-06	2.458917e-06	
59	1.000547e-06	-3.67836e-05	1.832138e-05	-6.44596e-06	
60	1.000753e-06	6.253864e-06	-1.78050e-05	6.151095e-06	
61	1.001117e-06	-1.41180e-05	1.771850e-05	-6.15782e-06	
62	1.001481e-06	1.417261e-05	-1.76980e-05	6.157764e-06	
63	1.002038e-06	-1.41792e-05	1.768710e-05	-6.15786e-06	
64	1.002927e-06	1.418183e-05	-1.76809e-05	6.157876e-06	
65	1.004703e-06	-1.41828e-05	1.767787e-05	-6.15787e-06	
66	1.008257e-06	1.418339e-05	-1.76765e-05	6.157903e-06	
67	1.015365e-06	-1.41836e-05	1.767574e-05	-6.15789e-06	
68	1.029580e-06	1.418371e-05	-1.76754e-05	6.157899e-06	
69	1.058011e-06	-1.41838e-05	1.767522e-05	-6.15790e-06	
70	1.114871e-06	1.418378e-05	-1.76751e-05	6.157898e-06	
71	1.228593e-06	-1.41839e-05	1.767509e-05	-6.15790e-06	
72	1.456037e-06	1.418380e-05	-1.76751e-05	6.157898e-06	
73	1.776037e-06	-1.41839e-05	1.767505e-05	-6.15790e-06	
74	2.000000e-06	1.418381e-05	-1.76750e-05	6.157898e-06	
75	2.000000e-06	-1.15029e-03	5.650266e-03	-4.00429e-06	
76	2.000000e-06	-8.50430e-04	3.114554e-03	4.229978e-06	
77	2.000001e-06	3.658185e-04	-3.15879e-04	-3.93633e-06	
78	2.000001e-06	-6.31630e-05	1.459027e-03	3.669902e-06	
79	2.000001e-06	-2.20067e-05	-4.68162e-04	6.183377e-04	
80	2.000001e-06	2.322269e-04	-9.20193e-04	1.050794e-03	
81	2.000001e-06	1.112231e-03	-6.16482e-03	5.023547e-03	
82	2.000002e-06	1.195778e-03	-9.80938e-03	7.498703e-03	
